Total Awards,Award Type,Year,Institution,Campus,County,2 Digit CIP,6 Digit CIP,4 Digit CIP,State
15,Certificate,2019-20,Livingston,Main Campus,"Overton County, TN",51,51.0904,51.09,Tennessee
2,Certificate,2019-20,Livingston,Main Campus,"Overton County, TN",47,47.0303,47.03,Tennessee
2,Certificate,2019-20,Livingston,Main Campus,"Overton County, TN",52,52.0402,52.04,Tennessee
2,Certificate,2019-20,Livingston,Main Campus,"Overton County, TN",46,46.0415,46.04,Tennessee
26,Diploma,2021-22,Livingston,Main Campus,"Overton County, TN",12,12.0401,12.04,Tennessee
3,Diploma,2021-22,Livingston,Main Campus,"Overton County, TN",47,47.0605,47.06,Tennessee
13,Diploma,2021-22,Livingston,Main Campus,"Overton County, TN",47,47.0303,47.03,Tennessee
9,Diploma,2021-22,Livingston,Main Campus,"Overton County, TN",52,52.0402,52.04,Tennessee
3,Diploma,2021-22,Livingston,Main Campus,"Overton County, TN",47,47.0604,47.06,Tennessee
12,Diploma,2021-22,Livingston,Main Campus,"Overton County, TN",46,46.0415,46.04,Tennessee
13,Diploma,2021-22,Livingston,Main Campus,"Overton County, TN",51,51.0805,51.08,Tennessee
7,Diploma,2021-22,Livingston,Main Campus,"Overton County, TN",11,11.0103,11.01,Tennessee
2,Diploma,2021-22,Livingston,Main Campus,"Overton County, TN",48,48.0501,48.05,Tennessee
13,Diploma,2021-22,Livingston,Main Campus,"Overton County, TN",48,48.0508,48.05,Tennessee
13,Diploma,2019-20,Livingston,Main Campus,"Overton County, TN",11,11.0103,11.01,Tennessee
9,Diploma,2019-20,Livingston,Main Campus,"Overton County, TN",46,46.0415,46.04,Tennessee
11,Diploma,2019-20,Livingston,Main Campus,"Overton County, TN",47,47.0604,47.06,Tennessee
1,Diploma,2019-20,Livingston,Main Campus,"Overton County, TN",48,48.0501,48.05,Tennessee
7,Diploma,2019-20,Livingston,Main Campus,"Overton County, TN",51,51.0805,51.08,Tennessee
16,Diploma,2019-20,Livingston,Main Campus,"Overton County, TN",52,52.0402,52.04,Tennessee
4,Diploma,2019-20,Livingston,Main Campus,"Overton County, TN",52,52.0203,52.02,Tennessee
9,Diploma,2019-20,Livingston,Main Campus,"Overton County, TN",47,47.0603,47.06,Tennessee
18,Diploma,2019-20,Livingston,Main Campus,"Overton County, TN",12,12.0401,12.04,Tennessee
12,Diploma,2019-20,Livingston,Main Campus,"Overton County, TN",48,48.0508,48.05,Tennessee
10,Diploma,2019-20,Livingston,Main Campus,"Overton County, TN",47,47.0303,47.03,Tennessee
6,Certificate,2019-20,Livingston,Pickett County High School,"Pickett County, TN",11,11.0103,11.01,Tennessee
1,Certificate,2021-22,McKenzie,Main Campus,"Carroll County, TN",48,48.0501,48.05,Tennessee
4,Certificate,2021-22,McKenzie,Main Campus,"Carroll County, TN",47,47.0201,47.02,Tennessee
1,Certificate,2021-22,McKenzie,Main Campus,"Carroll County, TN",47,47.0604,47.06,Tennessee
1,Certificate,2021-22,McKenzie,Main Campus,"Carroll County, TN",52,52.0402,52.04,Tennessee
2,Certificate,2021-22,McKenzie,Main Campus,"Carroll County, TN",48,48.0508,48.05,Tennessee
6,Certificate,2021-22,McKenzie,Main Campus,"Carroll County, TN",47,47.0303,47.03,Tennessee
6,Certificate,2021-22,McKenzie,Main Campus,"Carroll County, TN",11,11.0901,11.09,Tennessee
1,Certificate,2019-20,McKenzie,Main Campus,"Carroll County, TN",48,48.0501,48.05,Tennessee
9,Certificate,2019-20,McKenzie,Main Campus,"Carroll County, TN",11,11.0901,11.09,Tennessee
6,Certificate,2019-20,McKenzie,Main Campus,"Carroll County, TN",47,47.0303,47.03,Tennessee
5,Certificate,2019-20,McKenzie,Main Campus,"Carroll County, TN",52,52.0402,52.04,Tennessee
2,Certificate,2019-20,McKenzie,Main Campus,"Carroll County, TN",47,47.0201,47.02,Tennessee
2,Certificate,2019-20,McKenzie,Main Campus,"Carroll County, TN",47,47.0604,47.06,Tennessee
4,Diploma,2021-22,McKenzie,Main Campus,"Carroll County, TN",48,48.0501,48.05,Tennessee
3,Diploma,2021-22,McKenzie,Main Campus,"Carroll County, TN",47,47.0604,47.06,Tennessee
3,Diploma,2021-22,McKenzie,Main Campus,"Carroll County, TN",47,47.0201,47.02,Tennessee
16,Diploma,2021-22,McKenzie,Main Campus,"Carroll County, TN",48,48.0508,48.05,Tennessee
1,Diploma,2021-22,McKenzie,Main Campus,"Carroll County, TN",11,11.0901,11.09,Tennessee
6,Diploma,2021-22,McKenzie,Main Campus,"Carroll County, TN",47,47.0303,47.03,Tennessee
6,Diploma,2021-22,McKenzie,Main Campus,"Carroll County, TN",52,52.0402,52.04,Tennessee
16,Diploma,2019-20,McKenzie,Main Campus,"Carroll County, TN",47,47.0303,47.03,Tennessee
20,Diploma,2019-20,McKenzie,Main Campus,"Carroll County, TN",48,48.0508,48.05,Tennessee
3,Diploma,2019-20,McKenzie,Main Campus,"Carroll County, TN",11,11.0901,11.09,Tennessee
7,Diploma,2019-20,McKenzie,Main Campus,"Carroll County, TN",48,48.0501,48.05,Tennessee
13,Diploma,2019-20,McKenzie,Main Campus,"Carroll County, TN",47,47.0201,47.02,Tennessee
4,Diploma,2019-20,McKenzie,Main Campus,"Carroll County, TN",47,47.0604,47.06,Tennessee
8,Diploma,2019-20,McKenzie,Main Campus,"Carroll County, TN",52,52.0402,52.04,Tennessee
2,Certificate,2021-22,McKenzie,Weakley County Center for Adults,"Weakley County, TN",48,48.0508,48.05,Tennessee
2,Certificate,2019-20,McKenzie,Weakley County Center for Adults,"Weakley County, TN",48,48.0508,48.05,Tennessee
7,Diploma,2021-22,McKenzie,Weakley County Center for Adults,"Weakley County, TN",48,48.0508,48.05,Tennessee
5,Diploma,2019-20,McKenzie,Weakley County Center for Adults,"Weakley County, TN",48,48.0508,48.05,Tennessee
3,Diploma,2019-20,McMinnville,Coffee County High School,"Coffee County, TN",12,12.0401,12.04,Tennessee
4,Certificate,2021-22,McMinnville,Main Campus,"Warren County, TN",48,48.0508,48.05,Tennessee
4,Certificate,2021-22,McMinnville,Main Campus,"Warren County, TN",47,47.0303,47.03,Tennessee
4,Certificate,2021-22,McMinnville,Main Campus,"Warren County, TN",47,47.0604,47.06,Tennessee
3,Certificate,2019-20,McMinnville,Main Campus,"Warren County, TN",47,47.0604,47.06,Tennessee
1,Certificate,2019-20,McMinnville,Main Campus,"Warren County, TN",48,48.0508,48.05,Tennessee
1,Certificate,2019-20,McMinnville,Main Campus,"Warren County, TN",47,47.0303,47.03,Tennessee
16,Diploma,2021-22,McMinnville,Main Campus,"Warren County, TN",12,12.0401,12.04,Tennessee
29,Diploma,2021-22,McMinnville,Main Campus,"Warren County, TN",47,47.0303,47.03,Tennessee
7,Diploma,2021-22,McMinnville,Main Campus,"Warren County, TN",47,47.0604,47.06,Tennessee
18,Diploma,2021-22,McMinnville,Main Campus,"Warren County, TN",48,48.0501,48.05,Tennessee
20,Diploma,2021-22,McMinnville,Main Campus,"Warren County, TN",46,46.0302,46.03,Tennessee
21,Diploma,2021-22,McMinnville,Main Campus,"Warren County, TN",48,48.0508,48.05,Tennessee
11,Diploma,2019-20,McMinnville,Main Campus,"Warren County, TN",46,46.0302,46.03,Tennessee
9,Diploma,2019-20,McMinnville,Main Campus,"Warren County, TN",47,47.0604,47.06,Tennessee
8,Diploma,2019-20,McMinnville,Main Campus,"Warren County, TN",48,48.0501,48.05,Tennessee
10,Diploma,2019-20,McMinnville,Main Campus,"Warren County, TN",48,48.0508,48.05,Tennessee
17,Diploma,2019-20,McMinnville,Main Campus,"Warren County, TN",47,47.0303,47.03,Tennessee
2,Certificate,2021-22,McMinnville,VIAM Manufacturing Inc.,"Coffee County, TN",47,47.0303,47.03,Tennessee
9,Diploma,2021-22,McMinnville,VIAM Manufacturing Inc.,"Coffee County, TN",47,47.0303,47.03,Tennessee
9,Diploma,2019-20,McMinnville,VIAM Manufacturing Inc.,"Coffee County, TN",47,47.0303,47.03,Tennessee
1,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",12,12.0402,12.04,Tennessee
46,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",49,49.0205,49.02,Tennessee
1,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",48,48.0508,48.05,Tennessee
7,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",12,12.0401,12.04,Tennessee
4,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",50,50.0402,50.04,Tennessee
2,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",51,51.0603,51.06,Tennessee
1,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",46,46.0415,46.04,Tennessee
3,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",47,47.0604,47.06,Tennessee
4,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",47,47.0603,47.06,Tennessee
4,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",48,48.0501,48.05,Tennessee
4,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",47,47.0201,47.02,Tennessee
1,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",47,47.0105,47.01,Tennessee
8,Certificate,2021-22,Memphis,Main Campus,"Shelby County, TN",52,52.0402,52.04,Tennessee
4,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",47,47.0604,47.06,Tennessee
6,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",47,47.0603,47.06,Tennessee
22,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",12,12.0401,12.04,Tennessee
3,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",47,47.0201,47.02,Tennessee
5,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",50,50.0402,50.04,Tennessee
2,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",52,52.0402,52.04,Tennessee
28,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",49,49.0205,49.02,Tennessee
5,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",12,12.0402,12.04,Tennessee
3,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",48,48.0508,48.05,Tennessee
5,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",47,47.0605,47.06,Tennessee
2,Certificate,2019-20,Memphis,Main Campus,"Shelby County, TN",51,51.0603,51.06,Tennessee
2,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",51,51.0603,51.06,Tennessee
18,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",48,48.0508,48.05,Tennessee
6,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",46,46.0415,46.04,Tennessee
23,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",12,12.0402,12.04,Tennessee
20,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",51,51.0601,51.06,Tennessee
11,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",47,47.0303,47.03,Tennessee
6,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",52,52.0402,52.04,Tennessee
8,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",47,47.0605,47.06,Tennessee
2,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",47,47.0607,47.06,Tennessee
21,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",12,12.0401,12.04,Tennessee
12,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",50,50.0402,50.04,Tennessee
11,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",47,47.0105,47.01,Tennessee
12,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",47,47.0603,47.06,Tennessee
9,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",48,48.0501,48.05,Tennessee
7,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",51,51.0805,51.08,Tennessee
7,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",47,47.0604,47.06,Tennessee
19,Diploma,2021-22,Memphis,Main Campus,"Shelby County, TN",47,47.0201,47.02,Tennessee
3,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",47,47.0604,47.06,Tennessee
3,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",47,47.0603,47.06,Tennessee
7,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",48,48.0501,48.05,Tennessee
4,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",47,47.0201,47.02,Tennessee
6,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",47,47.0105,47.01,Tennessee
3,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",51,51.0808,51.08,Tennessee
4,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",52,52.0402,52.04,Tennessee
8,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",46,46.0415,46.04,Tennessee
14,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",51,51.0601,51.06,Tennessee
14,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",51,51.0805,51.08,Tennessee
11,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",12,12.0402,12.04,Tennessee
8,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",47,47.0303,47.03,Tennessee
12,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",48,48.0508,48.05,Tennessee
14,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",12,12.0401,12.04,Tennessee
13,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",47,47.0605,47.06,Tennessee
7,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",50,50.0402,50.04,Tennessee
1,Diploma,2019-20,Memphis,Main Campus,"Shelby County, TN",51,51.0603,51.06,Tennessee
15,Diploma,2021-22,Memphis,Memphis International Airport,"Shelby County, TN",47,47.0609,47.06,Tennessee
33,Diploma,2021-22,Memphis,Memphis International Airport,"Shelby County, TN",47,47.0607,47.06,Tennessee
7,Diploma,2019-20,Memphis,Memphis International Airport,"Shelby County, TN",47,47.0607,47.06,Tennessee
4,Diploma,2019-20,Memphis,Memphis International Airport,"Shelby County, TN",47,47.0609,47.06,Tennessee
1,Certificate,2021-22,Memphis,TCAT Memphis Bartlett Extension Campus ,"Shelby County, TN",48,48.0501,48.05,Tennessee
1,Certificate,2021-22,Memphis,TCAT Memphis Bartlett Extension Campus ,"Shelby County, TN",48,48.0508,48.05,Tennessee
2,Diploma,2021-22,Memphis,TCAT Memphis Bartlett Extension Campus ,"Shelby County, TN",48,48.0501,48.05,Tennessee
14,Diploma,2021-22,Morristown,Airport Extension ,"Hamblen County, TN",47,47.0607,47.06,Tennessee
15,Diploma,2019-20,Morristown,Airport Extension ,"Hamblen County, TN",47,47.0607,47.06,Tennessee
1,Certificate,2021-22,Morristown,Greene County Instructional Service Center,"Greene County, TN",46,46.0302,46.03,Tennessee
2,Diploma,2021-22,Morristown,Greene County Instructional Service Center,"Greene County, TN",46,46.0302,46.03,Tennessee
3,Diploma,2021-22,Morristown,Greene County Instructional Service Center,"Greene County, TN",12,12.0401,12.04,Tennessee
2,Certificate,2021-22,Morristown,Greene Technology Center ISC,"Greene County, TN",47,47.0604,47.06,Tennessee
2,Certificate,2021-22,Morristown,Greene Technology Center ISC,"Greene County, TN",48,48.0501,48.05,Tennessee
1,Certificate,2021-22,Morristown,Greene Technology Center ISC,"Greene County, TN",12,12.0401,12.04,Tennessee
5,Certificate,2021-22,Morristown,Greene Technology Center ISC,"Greene County, TN",46,46.0302,46.03,Tennessee
1,Certificate,2019-20,Morristown,Greene Technology Center ISC,"Greene County, TN",46,46.0302,46.03,Tennessee
3,Certificate,2019-20,Morristown,Greene Technology Center ISC,"Greene County, TN",48,48.0501,48.05,Tennessee
1,Certificate,2019-20,Morristown,Greene Technology Center ISC,"Greene County, TN",47,47.0604,47.06,Tennessee
1,Diploma,2021-22,Morristown,Greene Technology Center ISC,"Greene County, TN",47,47.0604,47.06,Tennessee
3,Diploma,2021-22,Morristown,Greene Technology Center ISC,"Greene County, TN",48,48.0501,48.05,Tennessee
8,Diploma,2021-22,Morristown,Greene Technology Center ISC,"Greene County, TN",46,46.0302,46.03,Tennessee
14,Diploma,2021-22,Morristown,Greene Technology Center ISC,"Greene County, TN",48,48.0508,48.05,Tennessee
14,Diploma,2021-22,Morristown,Greene Technology Center ISC,"Greene County, TN",12,12.0401,12.04,Tennessee
9,Diploma,2019-20,Morristown,Greene Technology Center ISC,"Greene County, TN",12,12.0401,12.04,Tennessee
7,Diploma,2019-20,Morristown,Greene Technology Center ISC,"Greene County, TN",46,46.0302,46.03,Tennessee
10,Diploma,2019-20,Morristown,Greene Technology Center ISC,"Greene County, TN",48,48.0508,48.05,Tennessee
2,Diploma,2019-20,Morristown,Greene Technology Center ISC,"Greene County, TN",47,47.0603,47.06,Tennessee
1,Certificate,2021-22,Morristown,Hawkins County Branch,"Hawkins County, TN",47,47.0201,47.02,Tennessee
2,Certificate,2021-22,Morristown,Hawkins County Branch,"Hawkins County, TN",48,48.0508,48.05,Tennessee
1,Certificate,2021-22,Morristown,Hawkins County Branch,"Hawkins County, TN",46,46.0302,46.03,Tennessee
2,Certificate,2019-20,Morristown,Hawkins County Branch,"Hawkins County, TN",48,48.0508,48.05,Tennessee
4,Certificate,2019-20,Morristown,Hawkins County Branch,"Hawkins County, TN",52,52.0402,52.04,Tennessee
2,Certificate,2019-20,Morristown,Hawkins County Branch,"Hawkins County, TN",47,47.0201,47.02,Tennessee
5,Diploma,2021-22,Morristown,Hawkins County Branch,"Hawkins County, TN",47,47.0201,47.02,Tennessee
10,Diploma,2021-22,Morristown,Hawkins County Branch,"Hawkins County, TN",46,46.0302,46.03,Tennessee
23,Diploma,2021-22,Morristown,Hawkins County Branch,"Hawkins County, TN",48,48.0508,48.05,Tennessee
4,Diploma,2021-22,Morristown,Hawkins County Branch,"Hawkins County, TN",47,47.0303,47.03,Tennessee
7,Diploma,2019-20,Morristown,Hawkins County Branch,"Hawkins County, TN",47,47.0303,47.03,Tennessee
5,Diploma,2019-20,Morristown,Hawkins County Branch,"Hawkins County, TN",46,46.0302,46.03,Tennessee
14,Diploma,2019-20,Morristown,Hawkins County Branch,"Hawkins County, TN",48,48.0508,48.05,Tennessee
7,Diploma,2019-20,Morristown,Hawkins County Branch,"Hawkins County, TN",47,47.0201,47.02,Tennessee
13,Diploma,2019-20,Morristown,Hawkins County Branch,"Hawkins County, TN",52,52.0402,52.04,Tennessee
2,Certificate,2021-22,Morristown,Main Campus,"Hamblen County, TN",46,46.0302,46.03,Tennessee
6,Certificate,2021-22,Morristown,Main Campus,"Hamblen County, TN",47,47.0604,47.06,Tennessee
3,Certificate,2021-22,Morristown,Main Campus,"Hamblen County, TN",48,48.0501,48.05,Tennessee
2,Certificate,2021-22,Morristown,Main Campus,"Hamblen County, TN",46,46.0415,46.04,Tennessee
3,Certificate,2021-22,Morristown,Main Campus,"Hamblen County, TN",52,52.0402,52.04,Tennessee
3,Certificate,2021-22,Morristown,Main Campus,"Hamblen County, TN",48,48.0508,48.05,Tennessee
6,Certificate,2019-20,Morristown,Main Campus,"Hamblen County, TN",52,52.0402,52.04,Tennessee
3,Certificate,2019-20,Morristown,Main Campus,"Hamblen County, TN",47,47.0303,47.03,Tennessee
1,Certificate,2019-20,Morristown,Main Campus,"Hamblen County, TN",46,46.0502,46.05,Tennessee
6,Certificate,2019-20,Morristown,Main Campus,"Hamblen County, TN",48,48.0508,48.05,Tennessee
1,Certificate,2019-20,Morristown,Main Campus,"Hamblen County, TN",47,47.0603,47.06,Tennessee
3,Certificate,2019-20,Morristown,Main Campus,"Hamblen County, TN",47,47.0604,47.06,Tennessee
5,Certificate,2019-20,Morristown,Main Campus,"Hamblen County, TN",48,48.0501,48.05,Tennessee
4,Certificate,2019-20,Morristown,Main Campus,"Hamblen County, TN",47,47.0201,47.02,Tennessee
1,Certificate,2019-20,Morristown,Main Campus,"Hamblen County, TN",46,46.0302,46.03,Tennessee
13,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",47,47.0604,47.06,Tennessee
5,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",48,48.0501,48.05,Tennessee
37,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",46,46.0302,46.03,Tennessee
12,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",46,46.0502,46.05,Tennessee
37,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",48,48.0508,48.05,Tennessee
16,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",47,47.0201,47.02,Tennessee
12,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",50,50.0402,50.04,Tennessee
41,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",47,47.0303,47.03,Tennessee
12,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",52,52.0402,52.04,Tennessee
7,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",46,46.0415,46.04,Tennessee
11,Diploma,2021-22,Morristown,Main Campus,"Hamblen County, TN",47,47.0603,47.06,Tennessee
4,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",46,46.0415,46.04,Tennessee
8,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",52,52.0402,52.04,Tennessee
22,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",48,48.0508,48.05,Tennessee
6,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",46,46.0502,46.05,Tennessee
12,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",47,47.0201,47.02,Tennessee
12,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",50,50.0402,50.04,Tennessee
48,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",47,47.0303,47.03,Tennessee
8,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",47,47.0603,47.06,Tennessee
10,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",48,48.0501,48.05,Tennessee
15,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",47,47.0604,47.06,Tennessee
19,Diploma,2019-20,Morristown,Main Campus,"Hamblen County, TN",46,46.0302,46.03,Tennessee
2,Certificate,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",11,11.0103,11.01,Tennessee
1,Certificate,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",12,12.0413,12.04,Tennessee
3,Certificate,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",47,47.0201,47.02,Tennessee
11,Certificate,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",51,51.0805,51.08,Tennessee
3,Certificate,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",52,52.0402,52.04,Tennessee
3,Certificate,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",50,50.0402,50.04,Tennessee
1,Certificate,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",46,46.0415,46.04,Tennessee
2,Certificate,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",50,50.0402,50.04,Tennessee
2,Certificate,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",46,46.0415,46.04,Tennessee
3,Certificate,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",52,52.0402,52.04,Tennessee
2,Certificate,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",47,47.0201,47.02,Tennessee
7,Diploma,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",11,11.0103,11.01,Tennessee
21,Diploma,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",47,47.0201,47.02,Tennessee
1,Diploma,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",48,48.0508,48.05,Tennessee
6,Diploma,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",51,51.0601,51.06,Tennessee
15,Diploma,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",51,51.0909,51.09,Tennessee
42,Diploma,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",46,46.0415,46.04,Tennessee
6,Diploma,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",52,52.0402,52.04,Tennessee
30,Diploma,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",12,12.0401,12.04,Tennessee
10,Diploma,2021-22,Murfreesboro,Main Campus,"Rutherford County, TN",50,50.0402,50.04,Tennessee
16,Diploma,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",12,12.0401,12.04,Tennessee
7,Diploma,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",50,50.0402,50.04,Tennessee
9,Diploma,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",46,46.0415,46.04,Tennessee
11,Diploma,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",51,51.0601,51.06,Tennessee
8,Diploma,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",52,52.0402,52.04,Tennessee
15,Diploma,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",47,47.0201,47.02,Tennessee
14,Diploma,2019-20,Murfreesboro,Main Campus,"Rutherford County, TN",51,51.0909,51.09,Tennessee
12,Certificate,2021-22,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",47,47.0604,47.06,Tennessee
11,Certificate,2021-22,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",47,47.0303,47.03,Tennessee
3,Certificate,2021-22,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",11,11.0103,11.01,Tennessee
2,Certificate,2021-22,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",48,48.0501,48.05,Tennessee
1,Certificate,2021-22,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",47,47.0603,47.06,Tennessee
2,Certificate,2019-20,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",48,48.0501,48.05,Tennessee
3,Certificate,2019-20,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",48,48.0508,48.05,Tennessee
4,Certificate,2019-20,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",47,47.0303,47.03,Tennessee
4,Certificate,2019-20,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",47,47.0603,47.06,Tennessee
6,Certificate,2019-20,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",47,47.0604,47.06,Tennessee
39,Diploma,2021-22,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",47,47.0303,47.03,Tennessee
28,Diploma,2021-22,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",47,47.0604,47.06,Tennessee
6,Diploma,2021-22,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",48,48.0501,48.05,Tennessee
10,Diploma,2021-22,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",47,47.0603,47.06,Tennessee
17,Diploma,2021-22,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",48,48.0508,48.05,Tennessee
12,Diploma,2019-20,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",48,48.0508,48.05,Tennessee
9,Diploma,2019-20,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",48,48.0501,48.05,Tennessee
8,Diploma,2019-20,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",47,47.0603,47.06,Tennessee
33,Diploma,2019-20,Murfreesboro,TCAT Murfreesboro-Nissan Training Center,"Rutherford County, TN",47,47.0303,47.03,Tennessee
