Total Awards,Award Type,Year,Institution,Campus,County,2 Digit CIP,6 Digit CIP,4 Digit CIP,State
11,Certificate,2019-20,Oneida,Main Campus,"Scott County, TN",51,51.3902,51.39,Tennessee
1,Certificate,2019-20,Oneida,Main Campus,"Scott County, TN",11,11.1006,11.1,Tennessee
3,Diploma,2021-22,Oneida,Main Campus,"Scott County, TN",11,11.1006,11.1,Tennessee
20,Diploma,2021-22,Oneida,Main Campus,"Scott County, TN",51,51.3901,51.39,Tennessee
1,Diploma,2019-20,Oneida,Main Campus,"Scott County, TN",11,11.1006,11.1,Tennessee
16,Certificate,2021-22,Oneida,Oneida Campus,"Scott County, TN",51,51.3902,51.39,Tennessee
10,Certificate,2019-20,Oneida,Oneida Campus,"Scott County, TN",51,51.3902,51.39,Tennessee
23,Diploma,2019-20,Oneida,Oneida Campus,"Scott County, TN",51,51.3901,51.39,Tennessee
2,Certificate,2021-22,Paris,Benton County Government Building,"Benton County, TN",51,51.3901,51.39,Tennessee
4,Certificate,2019-20,Paris,Benton County Government Building,"Benton County, TN",51,51.3901,51.39,Tennessee
8,Diploma,2021-22,Paris,Benton County Government Building,"Benton County, TN",51,51.3901,51.39,Tennessee
9,Diploma,2019-20,Paris,Benton County Government Building,"Benton County, TN",51,51.3901,51.39,Tennessee
4,Certificate,2021-22,Paris,Main Campus,"Henry County, TN",51,51.3901,51.39,Tennessee
5,Certificate,2019-20,Paris,Main Campus,"Henry County, TN",51,51.3901,51.39,Tennessee
12,Diploma,2021-22,Paris,Main Campus,"Henry County, TN",51,51.3901,51.39,Tennessee
14,Diploma,2019-20,Paris,Main Campus,"Henry County, TN",51,51.3901,51.39,Tennessee
2,Certificate,2019-20,Paris,Weakley County Center for Adults,"Weakley County, TN",51,51.3901,51.39,Tennessee
14,Diploma,2021-22,Paris,Weakley County Center for Adults,"Weakley County, TN",51,51.3901,51.39,Tennessee
19,Diploma,2019-20,Paris,Weakley County Center for Adults,"Weakley County, TN",51,51.3901,51.39,Tennessee
2,Certificate,2019-20,Pulaski,Lawrenceburg Instructional Service,"Lawrence County, TN",46,46.9999,46.99,Tennessee
8,Diploma,2021-22,Pulaski,Lawrenceburg Instructional Service,"Lawrence County, TN",46,46.9999,46.99,Tennessee
10,Diploma,2019-20,Pulaski,Lawrenceburg Instructional Service,"Lawrence County, TN",46,46.9999,46.99,Tennessee
47,Diploma,2021-22,Pulaski,Main Campus,"Giles County, TN",51,51.3901,51.39,Tennessee
41,Diploma,2019-20,Pulaski,Main Campus,"Giles County, TN",51,51.3901,51.39,Tennessee
4,Diploma,2021-22,Pulaski,South Lawrence Instructional Service Center,"Lawrence County, TN",46,46.9999,46.99,Tennessee
3,Diploma,2019-20,Pulaski,South Lawrence Instructional Service Center,"Lawrence County, TN",46,46.9999,46.99,Tennessee
6,Certificate,2021-22,Ripley,Crockett County Higher Education Center,"Crockett County, TN",51,51.3901,51.39,Tennessee
3,Certificate,2019-20,Ripley,Crockett County Higher Education Center,"Crockett County, TN",51,51.3901,51.39,Tennessee
14,Diploma,2021-22,Ripley,Crockett County Higher Education Center,"Crockett County, TN",51,51.3901,51.39,Tennessee
15,Diploma,2019-20,Ripley,Crockett County Higher Education Center,"Crockett County, TN",51,51.3901,51.39,Tennessee
2,Certificate,2021-22,Ripley,Main Campus,"Lauderdale County, TN",51,51.3901,51.39,Tennessee
2,Certificate,2021-22,Ripley,Main Campus,"Lauderdale County, TN",11,11.1006,11.1,Tennessee
15,Certificate,2019-20,Ripley,Main Campus,"Lauderdale County, TN",11,11.1006,11.1,Tennessee
2,Certificate,2019-20,Ripley,Main Campus,"Lauderdale County, TN",51,51.3901,51.39,Tennessee
42,Diploma,2021-22,Ripley,Main Campus,"Lauderdale County, TN",51,51.3901,51.39,Tennessee
6,Diploma,2021-22,Ripley,Main Campus,"Lauderdale County, TN",11,11.1006,11.1,Tennessee
7,Diploma,2019-20,Ripley,Main Campus,"Lauderdale County, TN",11,11.1006,11.1,Tennessee
36,Diploma,2019-20,Ripley,Main Campus,"Lauderdale County, TN",51,51.3901,51.39,Tennessee
1,Certificate,2021-22,Shelbyville,Franklin County Extension Campus,"Franklin County, TN",51,51.3901,51.39,Tennessee
1,Certificate,2021-22,Shelbyville,Franklin County Extension Campus,"Franklin County, TN",11,11.1002,11.1,Tennessee
10,Diploma,2021-22,Shelbyville,Franklin County Extension Campus,"Franklin County, TN",51,51.3901,51.39,Tennessee
3,Diploma,2021-22,Shelbyville,Franklin County Extension Campus,"Franklin County, TN",11,11.1002,11.1,Tennessee
2,Certificate,2021-22,Shelbyville,Main Campus,"Bedford County, TN",15,15.1301,15.13,Tennessee
6,Certificate,2021-22,Shelbyville,Main Campus,"Bedford County, TN",51,51.3901,51.39,Tennessee
1,Certificate,2021-22,Shelbyville,Main Campus,"Bedford County, TN",11,11.1002,11.1,Tennessee
18,Certificate,2019-20,Shelbyville,Main Campus,"Bedford County, TN",11,11.1002,11.1,Tennessee
5,Certificate,2019-20,Shelbyville,Main Campus,"Bedford County, TN",15,15.1301,15.13,Tennessee
2,Certificate,2019-20,Shelbyville,Main Campus,"Bedford County, TN",51,51.3901,51.39,Tennessee
7,Diploma,2021-22,Shelbyville,Main Campus,"Bedford County, TN",15,15.1301,15.13,Tennessee
30,Diploma,2021-22,Shelbyville,Main Campus,"Bedford County, TN",51,51.3901,51.39,Tennessee
39,Diploma,2019-20,Shelbyville,Main Campus,"Bedford County, TN",51,51.3901,51.39,Tennessee
23,Diploma,2019-20,Shelbyville,Main Campus,"Bedford County, TN",11,11.1002,11.1,Tennessee
5,Diploma,2019-20,Shelbyville,Main Campus,"Bedford County, TN",15,15.1301,15.13,Tennessee
5,Certificate,2021-22,Shelbyville,Middle Tennessee Education Center,"Bedford County, TN",11,11.1002,11.1,Tennessee
7,Diploma,2021-22,Shelbyville,Middle Tennessee Education Center,"Bedford County, TN",11,11.1002,11.1,Tennessee
8,Diploma,2019-20,Shelbyville,Middle Tennessee Education Center,"Bedford County, TN",11,11.1002,11.1,Tennessee
3,Certificate,2019-20,Whiteville,Main Campus,"Madison County, TN",11,11.1006,11.1,Tennessee
24,Diploma,2019-20,Whiteville,Main Campus,"Madison County, TN",51,51.3901,51.39,Tennessee
6,Diploma,2019-20,Whiteville,Main Campus,"Madison County, TN",11,11.1006,11.1,Tennessee
